Date_Time_1,subjectsID,Group,Energy_Balance,actual_allmeters,actual_allmeters_cumsum,actual_foodupa,actual_pedmeters,actual_pedmeters_cumsum,actual_waterupa,bodymass,kcal_hr,locomotor_activity,rq,vco2,vh2o,vo2,xbreak,ybreak
2021-07-28 21:00:00,11,Group_3,-0.3742722333333333,4.838419999999999,14.594012,0.0,4.274626666666666,12.794683333333332,0.001068116,20.526233333333334,0.3742722333333333,496.3333333333333,0.7870131666666667,61.193446,8.96104,77.79556000000001,240.0,256.3333333333333
2021-07-28 21:00:00,12,Group_2,-0.4312167666666666,11.983716666666668,38.40828333333333,0.0,10.654783333333334,34.4131,0.0871405,23.189216666666667,0.4312167666666666,997.3333333333334,0.8069864999999999,71.87696,11.037676,89.2466,319.6666666666667,677.6666666666666
2021-07-28 21:00:00,13,Control,-0.048100156,0.9355700000000008,11.034957333333333,1.045232732,0.7031733333333333,8.810428,0.2526748999999999,26.19874,0.3965110666666667,55.333333333333336,0.9633208333333334,76.25439999999999,10.95615,79.2118,0.0,55.333333333333336
2021-07-28 21:00:00,14,Group_3,-0.4334054666666667,6.5916,23.337713333333333,0.0,5.766633333333334,20.556396666666668,0.0082151,23.796376666666664,0.4334054666666667,619.0,0.7333482333333333,66.706284,12.583785999999998,91.25308,302.6666666666667,316.3333333333333
2021-07-28 21:00:00,15,Group_3,-0.4022899666666666,6.0569066666666656,32.273822,0.0,5.052050000000001,26.600494666666663,0.0070835999999999,25.12413666666667,0.4022899666666666,510.0,0.7827882,65.399362,13.56738,83.72449999999999,123.33333333333331,386.6666666666667
2021-07-28 21:00:00,16,Group_2,-0.4321393333333334,4.617160000000001,23.81504333333333,0.0,3.0546633333333326,17.129101333333335,0.0666863999999999,24.565473333333333,0.4321393333333334,635.3333333333334,0.8572092333333333,75.44022,11.749138,88.48068,221.0,414.3333333333333
2021-07-28 21:00:00,2,Group_3,-0.5586482,8.867553333333335,23.346217733333333,0.0,7.382633333333332,17.941969999999998,0.1554975,23.59357333333333,0.5586482,814.3333333333334,0.8065866333333332,93.07868,18.3754,115.63136000000002,243.66666666666663,570.6666666666666
2021-07-28 21:00:00,3,Group_2,-0.5714903333333333,6.0943099999999975,33.03587533333333,0.0,4.764293333333335,26.384568,0.1684239999999999,26.88636333333333,0.5714903333333333,722.0,0.9117058666666664,105.14752,19.337216,115.50296,141.66666666666666,580.3333333333334
2021-07-28 21:00:00,4,Control,0.0586777106666668,2.5549533333333336,11.679177333333334,1.4880878320000004,1.7814333333333334,7.632366666666666,0.0861980399999999,24.720416666666665,0.4373515666666667,234.0,0.9293213,81.71144,11.992186000000002,88.0433,93.0,141.0
2021-07-28 21:00:00,5,Group_2,-0.4354049333333333,1.2843400000000005,11.018387,0.0,0.929373333333333,8.133442839999999,0.1327665,22.460716666666663,0.4354049333333333,159.0,0.9389365666666666,82.15813999999999,12.026904,87.42399999999999,24.33333333333333,134.66666666666666
